1   3.74175e+24
1.09548   3.53822e+24
1.19095   3.36649e+24
1.28643   3.21974e+24
1.38191   3.09293e+24
1.47739   2.9823e+24
1.57286   2.88495e+24
1.66834   2.79865e+24
1.76382   2.72163e+24
1.8593   2.65249e+24
1.95477   2.59008e+24
2.05025   2.53348e+24
2.14573   2.48193e+24
2.24121   2.43479e+24
2.33668   2.39153e+24
2.43216   2.35169e+24
2.52764   2.31491e+24
2.62312   2.28086e+24
2.71859   2.24924e+24
2.81407   2.21983e+24
2.90955   2.19241e+24
3.00503   2.16679e+24
3.1005   2.14282e+24
3.19598   2.12035e+24
3.29146   2.09925e+24
3.38693   2.07943e+24
3.48241   2.06077e+24
3.57789   2.04318e+24
3.67337   2.0266e+24
3.76884   2.01093e+24
3.86432   1.99613e+24
3.9598   1.98214e+24
4.05528   1.96889e+24
4.15075   1.95635e+24
4.24623   1.94447e+24
4.34171   1.9332e+24
4.43719   1.92252e+24
4.53266   1.91239e+24
4.62814   1.90278e+24
4.72362   1.89366e+24
4.8191   1.885e+24
4.91457   1.87678e+24
5.01005   1.86899e+24
5.10553   1.86159e+24
5.20101   1.85458e+24
5.29648   1.84792e+24
5.39196   1.84162e+24
5.48744   1.83564e+24
5.58291   1.82998e+24
5.67839   1.82463e+24
5.77387   1.81957e+24
5.86935   1.81479e+24
5.96482   1.81028e+24
6.0603   1.80602e+24
6.15578   1.80202e+24
6.25126   1.79827e+24
6.34673   1.79474e+24
6.44221   1.79144e+24
6.53769   1.78836e+24
6.63317   1.78549e+24
6.72864   1.78283e+24
6.82412   1.78036e+24
6.9196   1.77809e+24
7.01508   1.776e+24
7.11055   1.7741e+24
7.20603   1.77238e+24
7.30151   1.77083e+24
7.39698   1.76944e+24
7.49246   1.76823e+24
7.58794   1.76717e+24
7.68342   1.76627e+24
7.77889   1.76552e+24
7.87437   1.76493e+24
7.96985   1.76448e+24
8.06533   1.76417e+24
8.1608   1.76401e+24
8.25628   1.76398e+24
8.35176   1.76409e+24
8.44724   1.76433e+24
8.54271   1.76471e+24
8.63819   1.76521e+24
8.73367   1.76584e+24
8.82915   1.76659e+24
8.92462   1.76746e+24
9.0201   1.76846e+24
9.11558   1.76958e+24
9.21106   1.77081e+24
9.30653   1.77215e+24
9.40201   1.77362e+24
9.49749   1.77519e+24
9.59296   1.77687e+24
9.68844   1.77867e+24
9.78392   1.78057e+24
9.8794   1.78258e+24
9.97487   1.7847e+24
10.0704   1.78692e+24
10.1658   1.78924e+24
10.2613   1.79167e+24
10.3568   1.7942e+24
10.4523   1.79683e+24
10.5477   1.79956e+24
10.6432   1.80239e+24
10.7387   1.80531e+24
10.8342   1.80834e+24
10.9296   1.81146e+24
11.0251   1.81468e+24
11.1206   1.81799e+24
11.2161   1.8214e+24
11.3116   1.8249e+24
11.407   1.8285e+24
11.5025   1.83218e+24
11.598   1.83597e+24
11.6935   1.83984e+24
11.7889   1.8438e+24
11.8844   1.84786e+24
11.9799   1.85201e+24
12.0754   1.85624e+24
12.1709   1.86057e+24
12.2663   1.86498e+24
12.3618   1.86949e+24
12.4573   1.87408e+24
12.5528   1.87877e+24
12.6482   1.88354e+24
12.7437   1.8884e+24
12.8392   1.89334e+24
12.9347   1.89838e+24
13.0302   1.9035e+24
13.1256   1.90871e+24
13.2211   1.91401e+24
13.3166   1.91939e+24
13.4121   1.92486e+24
13.5075   1.93042e+24
13.603   1.93606e+24
13.6985   1.94179e+24
13.794   1.94761e+24
13.8894   1.95351e+24
13.9849   1.9595e+24
14.0804   1.96557e+24
14.1759   1.97173e+24
14.2714   1.97798e+24
14.3668   1.98432e+24
14.4623   1.99074e+24
14.5578   1.99724e+24
14.6533   2.00383e+24
14.7487   2.01051e+24
14.8442   2.01728e+24
14.9397   2.02413e+24
15.0352   2.03107e+24
15.1307   2.03809e+24
15.2261   2.0452e+24
15.3216   2.0524e+24
15.4171   2.05969e+24
15.5126   2.06706e+24
15.608   2.07452e+24
15.7035   2.08206e+24
15.799   2.0897e+24
15.8945   2.09742e+24
15.9899   2.10523e+24
16.0854   2.11313e+24
16.1809   2.12111e+24
16.2764   2.12919e+24
16.3719   2.13735e+24
16.4673   2.1456e+24
16.5628   2.15394e+24
16.6583   2.16237e+24
16.7538   2.17089e+24
16.8492   2.1795e+24
16.9447   2.1882e+24
17.0402   2.19699e+24
17.1357   2.20587e+24
17.2312   2.21484e+24
17.3266   2.2239e+24
17.4221   2.23305e+24
17.5176   2.24229e+24
17.6131   2.25163e+24
17.7085   2.26106e+24
17.804   2.27058e+24
17.8995   2.28019e+24
17.995   2.2899e+24
18.0905   2.2997e+24
18.1859   2.30959e+24
18.2814   2.31958e+24
18.3769   2.32966e+24
18.4724   2.33983e+24
18.5678   2.3501e+24
18.6633   2.36047e+24
18.7588   2.37093e+24
18.8543   2.38149e+24
18.9497   2.39214e+24
19.0452   2.40289e+24
19.1407   2.41374e+24
19.2362   2.42468e+24
19.3317   2.43572e+24
19.4271   2.44686e+24
19.5226   2.4581e+24
19.6181   2.46944e+24
19.7136   2.48087e+24
19.809   2.49241e+24
19.9045   2.50404e+24
20   2.51578e+24
