1   2.09004e+18
1.05956   1.90742e+18
1.12267   1.74493e+18
1.18953   1.60041e+18
1.26038   1.47206e+18
1.33545   1.35619e+18
1.41499   1.25205e+18
1.49927   1.15805e+18
1.58857   1.07352e+18
1.68318   9.96148e+17
1.78343   9.25707e+17
1.88965   8.61368e+17
2.0022   8.03104e+17
2.12145   7.48905e+17
2.24781   6.9917e+17
2.38169   6.53332e+17
2.52354   6.10992e+17
2.67384   5.7181e+17
2.8331   5.35965e+17
3.00184   5.02263e+17
3.18063   4.70959e+17
3.37006   4.41826e+17
3.57079   4.14685e+17
3.78346   3.89374e+17
4.00881   3.65753e+17
4.24757   3.44105e+17
4.50056   3.2347e+17
4.76861   3.04244e+17
5.05263   2.86264e+17
5.35357   2.69437e+17
5.67243   2.53676e+17
6.01028   2.38902e+17
6.36825   2.2504e+17
6.74754   2.12019e+17
7.14943   1.99771e+17
7.57525   1.88233e+17
8.02643   1.77344e+17
8.50449   1.6706e+17
9.01102   1.57561e+17
9.54772   1.4835e+17
10.1164   1.3958e+17
10.7189   1.31204e+17
11.3573   1.23183e+17
12.0338   1.1548e+17
12.7505   1.08059e+17
13.5099   1.00889e+17
14.3146   9.39421e+16
15.1672   8.71922e+16
16.0705   8.0618e+16
17.0277   7.42033e+16
18.0419   6.79381e+16
19.1164   6.18203e+16
20.255   5.5858e+16
21.4614   5.00713e+16
22.7397   4.44945e+16
24.094   3.91785e+16
25.5291   3.4188e+16
27.0496   2.96125e+16
28.6607   2.55887e+16
30.3677   2.22433e+16
32.1764   1.97216e+16
34.0929   1.81657e+16
36.1234   1.76884e+16
38.2749   1.83356e+16
40.5546   2.00419e+16
42.97   2.25929e+16
45.5294   2.56129e+16
48.2411   2.86038e+16
51.1143   3.10467e+16
54.1587   3.2543e+16
57.3844   3.29514e+16
60.8022   3.24204e+16
64.4236   3.12818e+16
68.2607   2.98749e+16
72.3263   2.8408e+16
76.6341   2.69369e+16
81.1984   2.55131e+16
86.0346   2.41373e+16
91.1589   2.2813e+16
96.5883   2.15534e+16
102.341   2.0342e+16
108.437   1.91754e+16
114.895   1.80459e+16
121.738   1.69605e+16
128.989   1.59114e+16
136.672   1.49092e+16
144.812   1.39459e+16
153.437   1.30251e+16
162.576   1.21456e+16
172.259   1.13099e+16
182.518   1.05152e+16
193.389   9.76094e+15
204.907   9.05042e+15
217.112   8.37968e+15
230.043   7.74848e+15
243.744   7.15764e+15
258.262   6.6023e+15
273.644   6.08475e+15
289.942   5.60149e+15
307.211   5.15175e+15
325.509   4.73335e+15
344.896   4.34578e+15
365.438   3.98713e+15
387.204   3.65492e+15
410.266   3.34766e+15
434.701   3.06511e+15
460.592   2.80472e+15
488.025   2.56488e+15
517.092   2.34514e+15
547.89   2.14289e+15
580.523   1.95732e+15
615.099   1.78728e+15
651.734   1.63144e+15
690.551   1.48875e+15
731.681   1.35857e+15
775.26   1.23929e+15
821.434   1.13044e+15
870.359   1.03096e+15
922.198   9.40133e+14
977.124   8.57236e+14
1035.32   7.81592e+14
1096.99   7.12554e+14
1162.32   6.49632e+14
1231.55   5.92271e+14
1304.9   5.39967e+14
1382.62   4.92276e+14
1464.97   4.48778e+14
1552.23   4.09138e+14
1644.68   3.73013e+14
1742.63   3.4007e+14
1846.42   3.1019e+14
1956.4   2.83096e+14
2072.92   2.58446e+14
2196.39   2.35981e+14
2327.2   2.15498e+14
2465.81   1.96817e+14
2612.68   1.79772e+14
2768.29   1.64225e+14
2933.17   1.50029e+14
3107.87   1.37066e+14
3292.97   1.25217e+14
3489.1   1.14405e+14
3696.91   1.04509e+14
3917.1   9.54745e+13
4150.4   8.72053e+13
4397.6   7.96431e+13
4659.53   7.27255e+13
4937.05   6.63944e+13
5231.1   6.06074e+13
5542.66   5.53131e+13
5872.79   5.04693e+13
6222.57   4.60404e+13
6593.19   4.19912e+13
6985.88   3.82894e+13
7401.96   3.49072e+13
7842.82   3.18184e+13
8309.94   2.89974e+13
8804.88   2.64235e+13
9329.3   2.4075e+13
9884.96   2.19334e+13
10473.7   1.99816e+13
11097.5   1.82034e+13
11758.5   1.65842e+13
12458.8   1.51103e+13
13200.9   1.37692e+13
13987.1   1.25496e+13
14820.2   1.14408e+13
15702.9   1.04329e+13
16638.2   9.51712e+12
17629.1   8.68527e+12
18679.1   7.92989e+12
19791.7   7.24406e+12
20970.5   6.62154e+12
22219.5   6.05629e+12
23542.9   5.54369e+12
24945.1   5.07876e+12
26430.8   4.65689e+12
28005   4.27429e+12
29673   3.92743e+12
31440.4   3.6131e+12
33312.9   3.32839e+12
35297.1   3.07075e+12
37399.4   2.83779e+12
39626.9   2.62748e+12
41987.1   2.43801e+12
44487.8   2.26783e+12
47137.5   2.11562e+12
49945.1   1.98034e+12
52919.8   1.86121e+12
56071.7   1.75784e+12
59411.3   1.67031e+12
62949.9   1.59938e+12
66699.2   1.54672e+12
70671.8   1.51601e+12
74881   1.51429e+12
79341   1.55688e+12
84066.5   1.68109e+12
89073.5   2.00361e+12
94378.8   3.68641e+12
100000   0
