1     0     1.08215e+24     8.87499e+24     2.66362e+25     3.8174e+25     5.32299e+25     7.26259e+25     -1.20538e+45     -1.20538e+45
1.1     0     1.07819e+24     8.36883e+24     2.43357e+25     3.8174e+25     5.37392e+25     7.12682e+25     -4.23074e+54     -4.23074e+54
1.2     0     1.07753e+24     7.95749e+24     2.24927e+25     3.8174e+25     5.42379e+25     6.88204e+25     7.86304e+25     9.31155e+25
1.3     0     1.07942e+24     7.61727e+24     2.09836e+25     3.8174e+25     5.4728e+25     6.75539e+25     7.57793e+25     8.91322e+25
1.4     0     1.08329e+24     7.52283e+24     1.99585e+25     3.8174e+25     5.52108e+25     6.59443e+25     7.26226e+25     8.48632e+25
1.5     0     1.08872e+24     7.24692e+24     1.91186e+25     3.3247e+25     4.59176e+25     5.53587e+25     6.11383e+25     7.25667e+25
1.6     0     1.09537e+24     7.01231e+24     1.81098e+25     3.3247e+25     4.62582e+25     5.48365e+25     5.98794e+25     7.03936e+25
1.7     0     1.10301e+24     6.8108e+24     1.72475e+25     2.91878e+25     3.94186e+25     4.65833e+25     5.08752e+25     6.03419e+25
1.8     0     1.11144e+24     6.63619e+24     1.65019e+25     2.91878e+25     3.9674e+25     4.64239e+25     5.02845e+25     5.91657e+25
1.9     0     1.1205e+24     6.48374e+24     1.58507e+25     2.64157e+25     3.49569e+25     4.06916e+25     4.39943e+25     5.2466e+25
2     0     1.13007e+24     6.34973e+24     1.52772e+25     2.64157e+25     3.51561e+25     4.05929e+25     4.35901e+25     5.1608e+25
2.1     0     1.14005e+24     6.23123e+24     1.47682e+25     2.40198e+25     3.15892e+25     3.63364e+25     3.89615e+25     4.64573e+25
2.2     0     1.15035e+24     6.1259e+24     1.43134e+25     2.40198e+25     3.1755e+25     3.62791e+25     3.86883e+25     4.58497e+25
2.3     0     1.16092e+24     6.03183e+24     1.39046e+25     2.21422e+25     2.86563e+25     3.28423e+25     3.50102e+25     4.17986e+25
2.4     0     1.17169e+24     5.94746e+24     1.35352e+25     2.21422e+25     2.87907e+25     3.26117e+25     3.45887e+25     4.09625e+25
2.5     0     1.18263e+24     5.87151e+24     1.31998e+25     2.06313e+25     2.63528e+25     2.99111e+25     3.17112e+25     3.76276e+25
2.6     0     1.19368e+24     5.8029e+24     1.30644e+25     2.06313e+25     2.64644e+25     2.97442e+25     3.14061e+25     3.70263e+25
2.7     0     1.20483e+24     5.74072e+24     1.27621e+25     1.95603e+25     2.46168e+25     2.76779e+25     2.92452e+25     3.46689e+25
2.8     0     1.21604e+24     5.68423e+24     1.24859e+25     1.95603e+25     2.47103e+25     2.76119e+25     2.90626e+25     3.42379e+25
2.9     0     1.22729e+24     5.63276e+24     1.22326e+25     1.84794e+25     2.30443e+25     2.57495e+25     2.70845e+25     3.20243e+25
3     0     1.23856e+24     5.58576e+24     1.19996e+25     1.84794e+25     2.31246e+25     2.56645e+25     2.69016e+25     3.15844e+25
3.1     0     1.24983e+24     5.54276e+24     1.17844e+25     1.75678e+25     2.17032e+25     2.41012e+25     2.52589e+25     2.97721e+25
3.2     0     1.2611e+24     5.50334e+24     1.15852e+25     1.75678e+25     2.17725e+25     2.40135e+25     2.50915e+25     2.94183e+25
3.3     0     1.27234e+24     5.46713e+24     1.14002e+25     1.67886e+25     2.05475e+25     2.26703e+25     2.36849e+25     2.78033e+25
3.4     0     1.28355e+24     5.43382e+24     1.1228e+25     1.67886e+25     2.06077e+25     2.26183e+25     2.35652e+25     2.74653e+25
3.5     0     1.29472e+24     5.40313e+24     1.10673e+25     1.62097e+25     1.96738e+25     2.1592e+25     2.24888e+25     2.612e+25
3.6     0     1.30583e+24     5.37482e+24     1.0917e+25     1.62097e+25     1.97268e+25     2.15537e+25     2.23959e+25     2.58977e+25
3.7     0     1.31689e+24     5.34867e+24     1.07761e+25     1.56012e+25     1.87958e+25     2.05394e+25     2.13442e+25     2.47377e+25
3.8     0     1.32789e+24     5.32449e+24     1.06438e+25     1.56012e+25     1.88426e+25     2.05051e+25     2.12649e+25     2.45375e+25
3.9     0     1.33882e+24     5.30211e+24     1.05193e+25     1.5068e+25     1.80816e+25     1.9691e+25     2.04219e+25     2.35689e+25
4     0     1.34969e+24     5.28138e+24     1.0402e+25     1.5068e+25     1.8124e+25     1.96523e+25     2.0335e+25     2.33481e+25
4.1     0     1.36047e+24     5.26215e+24     1.02912e+25     1.45968e+25     1.7412e+25     1.88892e+25     1.95458e+25     2.24661e+25
4.2     0     1.37118e+24     5.24431e+24     1.01865e+25     1.45968e+25     1.74502e+25     1.88658e+25     1.94891e+25     2.23072e+25
4.3     0     1.38181e+24     5.22773e+24     1.00874e+25     1.41774e+25     1.67828e+25     1.81459e+25     1.87467e+25     2.14598e+25
4.4     0     1.39235e+24     5.21234e+24     9.99335e+24     1.41774e+25     1.68167e+25     1.81247e+25     1.86972e+25     2.12975e+25
4.5     0     1.40281e+24     5.19802e+24     9.90409e+24     1.38016e+25     1.62642e+25     1.75388e+25     1.80907e+25     2.05715e+25
4.6     0     1.41318e+24     5.1847e+24     9.81923e+24     1.38016e+25     1.62952e+25     1.75173e+25     1.80443e+25     2.04303e+25
4.7     0     1.42347e+24     5.17231e+24     9.73847e+24     1.34629e+25     1.57936e+25     1.69695e+25     1.74798e+25     1.98066e+25
4.8     0     1.43366e+24     5.16078e+24     9.66151e+24     1.34629e+25     1.58219e+25     1.69621e+25     1.74524e+25     1.97172e+25
4.9     0     1.44377e+24     5.15003e+24     9.5881e+24     1.31562e+25     1.537e+25     1.64778e+25     1.69534e+25     1.91501e+25
5     0     1.45378e+24     5.14003e+24     9.51799e+24     1.31562e+25     1.5396e+25     1.64735e+25     1.69229e+25     1.90489e+25
5.1     0     1.46371e+24     5.13071e+24     9.45098e+24     1.2877e+25     1.49867e+25     1.60345e+25     1.64688e+25     1.85182e+25
5.2     0     1.47354e+24     5.12202e+24     9.38687e+24     1.2877e+25     1.50106e+25     1.60315e+25     1.64523e+25     1.84447e+25
5.3     0     1.48328e+24     5.11393e+24     9.32546e+24     1.26217e+25     1.46381e+25     1.56332e+25     1.60408e+25     1.79774e+25
5.4     0     1.49292e+24     5.10638e+24     9.26661e+24     1.26217e+25     1.46602e+25     1.56308e+25     1.60259e+25     1.79023e+25
5.5     0     1.50248e+24     5.09936e+24     9.21014e+24     1.23875e+25     1.43198e+25     1.52679e+25     1.56517e+25     1.74476e+25
5.6     0     1.51194e+24     5.09281e+24     9.15593e+24     1.23875e+25     1.43403e+25     1.52664e+25     1.56389e+25     1.73674e+25
5.7     0     1.52131e+24     5.0867e+24     9.10383e+24     1.21718e+25     1.40281e+25     1.49343e+25     1.52967e+25     1.69562e+25
5.8     0     1.53059e+24     5.08102e+24     9.05373e+24     1.21718e+25     1.40472e+25     1.49333e+25     1.52859e+25     1.69064e+25
5.9     0     1.53977e+24     5.07572e+24     9.00551e+24     1.19725e+25     1.37598e+25     1.46283e+25     1.49715e+25     1.65555e+25
6     0     1.54887e+24     5.07079e+24     8.95908e+24     1.19725e+25     1.37776e+25     1.46392e+25     1.49759e+25     1.65223e+25
6.1     0     1.55787e+24     5.0662e+24     8.91433e+24     1.17878e+25     1.33872e+25     1.41405e+25     1.44589e+25     1.59652e+25
6.2     0     1.56678e+24     5.06193e+24     8.87117e+24     1.17878e+25     1.34027e+25     1.415e+25     1.44578e+25     1.5922e+25
6.3     0     1.5756e+24     5.05796e+24     8.82952e+24     1.1616e+25     1.31627e+25     1.38786e+25     1.41703e+25     1.55896e+25
6.4     0     1.58433e+24     5.05427e+24     8.7893e+24     1.1616e+25     1.31772e+25     1.38878e+25     1.41719e+25     1.55561e+25
6.5     0     1.59297e+24     5.05084e+24     8.75044e+24     1.1456e+25     1.29355e+25     1.36093e+25     1.38829e+25     1.52334e+25
6.6     0     1.60152e+24     5.04765e+24     8.71287e+24     1.1456e+25     1.29491e+25     1.36181e+25     1.38802e+25     1.51953e+25
6.7     0     1.60998e+24     5.0447e+24     8.67652e+24     1.13064e+25     1.27417e+25     1.33852e+25     1.36388e+25     1.49163e+25
6.8     0     1.61835e+24     5.04195e+24     8.64134e+24     1.13064e+25     1.27545e+25     1.33936e+25     1.36424e+25     1.488e+25
6.9     0     1.62664e+24     5.03941e+24     8.60727e+24     1.11664e+25     1.25609e+25     1.31848e+25     1.34275e+25     1.46243e+25
7     0     1.63483e+24     5.03706e+24     8.57425e+24     1.11664e+25     1.2573e+25     1.31929e+25     1.34303e+25     1.45961e+25
7.1     0     1.64294e+24     5.03488e+24     8.54224e+24     1.10349e+25     1.23918e+25     1.29974e+25     1.32297e+25     1.43712e+25
7.2     0     1.65097e+24     5.03287e+24     8.51119e+24     1.10349e+25     1.24032e+25     1.30051e+25     1.32335e+25     1.43515e+25
7.3     0     1.65891e+24     5.03102e+24     8.48105e+24     1.09112e+25     1.22332e+25     1.28226e+25     1.30459e+25     1.41383e+25
7.4     0     1.66676e+24     5.0293e+24     8.45179e+24     1.09112e+25     1.2244e+25     1.283e+25     1.30494e+25     1.41158e+25
7.5     0     1.67453e+24     5.02773e+24     8.42336e+24     1.07947e+25     1.20842e+25     1.26585e+25     1.28733e+25     1.39122e+25
7.6     0     1.68221e+24     5.02628e+24     8.39573e+24     1.07947e+25     1.20946e+25     1.26656e+25     1.28769e+25     1.38883e+25
7.7     0     1.68981e+24     5.02495e+24     8.36886e+24     1.06847e+25     1.19441e+25     1.25045e+25     1.27112e+25     1.37003e+25
7.8     0     1.69732e+24     5.02373e+24     8.34272e+24     1.06847e+25     1.19539e+25     1.25113e+25     1.27152e+25     1.3682e+25
