1     2.77538e+17     2.45537e+18     1.03194e+19     1.03194e+19     1.03194e+19     2.99218e+19     9.0496e+19     1.09582e+17
1.1     2.30163e+17     1.98892e+18     8.17143e+18     8.17143e+18     8.17143e+18     2.91066e+19     7.89471e+19     7.54218e+16
1.2     1.90528e+17     1.60854e+18     6.47474e+18     6.47474e+18     6.47474e+18     2.96154e+19     7.01368e+19     4.79221e+16
1.3     1.5799e+17     1.30369e+18     5.15027e+18     9.11293e+30     1.82259e+31     1.82259e+31     1.82259e+31     8.43112e+16
1.4     1.31531e+17     1.06146e+18     4.12138e+18     7.87493e+18     1.55861e+19     3.27077e+19     5.84371e+19     5.12817e+16
1.5     1.10087e+17     8.69476e+17     3.32202e+18     8.75063e+18     1.91848e+19     3.31487e+19     5.15418e+19     1.96739e+15
1.6     9.26948e+16     7.17097e+17     2.69883e+18     5.21913e+18     9.69184e+18     1.98431e+19     3.47395e+19     1.33286e+16
1.7     7.85439e+16     5.9567e+17     2.21028e+18     5.70002e+18     1.21599e+19     2.07338e+19     3.14678e+19     1.8184e+17
1.8     6.69762e+16     4.98372e+17     1.82467e+18     3.6314e+18     6.67032e+18     1.28791e+19     2.17858e+19     9.4347e+15
1.9     5.74673e+16     4.1991e+17     1.51803e+18     3.88576e+18     8.065e+18     1.43016e+19     2.11914e+19     5.27991e+15
2     4.96039e+16     3.56219e+17     1.27233e+18     2.51365e+18     4.56157e+18     8.59335e+18     1.41804e+19     -2.67186e+15
2.1     4.30612e+16     3.04132e+17     1.07388e+18     2.69067e+18     5.44903e+18     9.43639e+18     1.38368e+19     1.19454e+14
2.2     3.75838e+16     2.61254e+17     9.12443e+17     1.82093e+18     3.29616e+18     6.02084e+18     9.65903e+18     -6.26204e+14
2.3     3.29707e+16     2.2572e+17     7.80078e+17     1.92467e+18     3.82761e+18     6.51197e+18     9.47385e+18     7.85911e+14
2.4     2.90629e+16     1.9608e+17     6.70824e+17     1.33601e+18     2.38244e+18     4.24237e+18     6.69515e+18     -3.93851e+15
2.5     2.5734e+16     1.71202e+17     5.80041e+17     1.40503e+18     2.73696e+18     4.57982e+18     6.76179e+18     1.61269e+15
2.6     2.28831e+16     1.50198e+17     5.04126e+17     1.00389e+18     1.7629e+18     3.04338e+18     4.7275e+18     2.89225e+13
2.7     2.04293e+16     1.32363e+17     4.40261e+17     1.04843e+18     1.99841e+18     3.25918e+18     4.72736e+18     6.21339e+13
