8.09475 0 0
8.09475 0 0
7.94532 0 -inf
7.85764 0 -inf
7.79535 0 -inf
7.74701 0 -inf
7.70749 0 -inf
7.67407 0 -inf
7.64511 0 -inf
7.61957 0 -inf
7.59671 0 -inf
7.57603 0 -inf
7.55716 0 -inf
7.53979 0 -inf
7.52371 0 -inf
7.50874 0 -inf
7.49473 0 -inf
7.48158 0 -inf
7.46917 0 -inf
7.45744 0 -inf
7.44631 0 -inf
7.43572 0 -inf
7.42562 0 -inf
7.41597 0 -inf
7.40673 0 -inf
7.39787 0 -inf
7.38936 0 -inf
7.38117 0 -inf
7.37327 0 -inf
7.36566 0 -inf
7.3583 0 -inf
7.35118 0 13.7047
7.34429 0 13.7443
7.33761 0 13.7825
7.33113 0 13.8195
7.32483 0 13.8554
7.31872 0 13.8902
7.31277 0 13.924
7.30698 0 13.9567
7.30134 0 13.9886
7.29585 0 14.0196
7.29048 0 14.0498
7.28525 0 14.0792
7.28014 0 14.1079
7.27515 0 14.1357
7.27027 0 14.163
7.2655 0 14.1896
7.26083 0 14.2156
7.25626 0 14.2409
7.25179 0 14.2656
7.2474 0 14.2898
7.2431 0 14.3135
7.23889 0 14.3367
7.23475 0 14.3594
7.23069 0 14.3816
7.22671 0 14.4034
7.2228 0 14.4247
7.21895 0 14.4456
7.21518 0 14.466
7.21147 0 14.4861
7.20782 0 14.5058
7.20423 0 14.5252
7.2007 0 14.5441
7.19722 0 14.5628
7.19381 0 14.581
7.19044 0 14.5991
7.18712 0 14.6167
7.18386 0 14.6341
7.18064 0 14.6511
7.17747 0 14.6678
7.17435 0 14.6844
7.17127 0 14.7006
7.16823 0 14.7165
7.16524 0 14.7323
7.16228 0 14.7477
7.15937 0 14.7629
7.15649 0 14.7779
7.15366 0 14.7926
7.15085 0 14.8072
7.14809 0 14.8215
7.14536 0 14.8355
7.14266 0 14.8494
7.14 0 14.8631
7.13736 0 14.8767
7.13476 0 14.89
7.13219 0 14.9031
7.12966 0 14.9159
7.12714 0 14.9287
7.12466 0 14.9413
7.12221 0 14.9537
7.11978 0 14.966
7.11739 0 14.978
7.11501 0 14.99
7.11266 0 15.0017
7.11034 0 15.0133
7.10804 0 15.0248
7.10577 0 15.0361
7.10352 0 15.0473
7.10129 0 15.0583
7.09909 0 15.0692
6.94532 0 15.763
6.85764 0 16.0952
6.79535 0 16.3062
6.74701 0 16.4591
6.70749 0 16.579
6.67407 0 16.678
6.64511 0 16.7626
6.61956 0 16.8367
6.59671 0 16.9028
6.57603 0 16.9625
6.55716 0 17.0169
6.53979 0 17.0671
6.52371 0 17.1136
6.50874 0 17.1569
6.49473 0 17.1975
6.48158 0 17.2357
6.46917 0 17.2717
6.45744 0 17.306
6.44631 0 17.3384
6.43572 0 17.3693
6.42562 0 17.3989
6.41597 0 17.4271
6.40673 0 17.4541
6.39787 0 17.4802
6.38936 0 17.5052
6.38117 0 17.5293
6.37327 0 17.5525
6.36566 0 17.5749
6.3583 0 17.5966
6.35118 0 17.6176
6.34429 0 17.6379
6.33761 0 17.6576
6.33113 0 17.6768
6.32483 0 17.6954
6.31872 0 17.7135
6.31277 0 17.7311
6.30698 0 17.7482
6.30134 0 17.7649
6.29584 0 17.7812
6.29048 0 17.7971
6.28525 0 17.8126
6.28014 0 17.8278
6.27515 0 17.8426
6.27027 0 17.8571
6.2655 0 17.8712
6.26083 0 17.8851
6.25626 0 17.8987
6.25179 0 17.9119
6.2474 0 17.925
6.2431 0 17.9377
6.23889 0 17.9503
6.23475 0 17.9626
6.23069 0 17.9747
6.22671 0 17.9866
6.2228 0 17.9982
6.21895 0 18.0096
6.21518 0 18.0209
6.21147 0 18.0319
6.20782 0 18.0428
6.20423 0 18.0535
6.2007 0 18.064
6.19722 0 18.0744
6.19381 0 18.0845
6.19044 0 18.0946
6.18712 0 18.1045
6.18386 0 18.1142
6.18064 0 18.1238
6.17747 0 18.1332
6.17435 0 18.1426
6.17127 0 18.1518
6.16823 0 18.1608
6.16524 0 18.1698
6.16228 0 18.1786
6.15937 0 18.1873
6.15649 0 18.1959
6.15366 0 18.2043
6.15085 0 18.2127
6.14809 0 18.221
6.14536 0 18.2291
6.14266 0 18.2372
6.14 0 18.2451
6.13736 0 18.253
6.13476 0 18.2608
6.13219 0 18.2684
6.12965 0 18.276
6.12714 0 18.2835
6.12466 0 18.2909
6.12221 0 18.2983
6.11978 0 18.3055
6.11738 0 18.3127
6.11501 0 18.3198
6.11266 0 18.3268
6.11034 0 18.3337
6.10804 0 18.3405
6.10577 0 18.3473
6.10352 0 18.3541
6.10129 0 18.3608
6.09909 0 18.3674
6.09691 0 18.3739
