1     0     1.08215e+24     1.05457e+25     4.84663e+25     3.8174e+25     5.32299e+25     1.02144e+26     -6.04214e+49
1.1     0     1.07819e+24     9.71559e+24     4.0657e+25     3.8174e+25     5.37392e+25     9.68726e+25     7.80601e+49
1.2     0     1.07753e+24     9.062e+24     3.50242e+25     3.8174e+25     5.42379e+25     9.29237e+25     1.81268e+26
1.3     0     1.07942e+24     8.53624e+24     3.08188e+25     3.8174e+25     5.4728e+25     8.97971e+25     1.60177e+26
1.4     0     1.08329e+24     8.1057e+24     2.7588e+25     3.8174e+25     5.52108e+25     8.7203e+25     1.44224e+26
1.5     0     1.08872e+24     7.7478e+24     2.50454e+25     3.3247e+25     4.59176e+25     6.7831e+25     1.03096e+26
1.6     0     1.09537e+24     7.44645e+24     2.30031e+25     3.3247e+25     4.62582e+25     6.65392e+25     9.60442e+25
1.7     0     1.10301e+24     7.18991e+24     2.13335e+25     2.91878e+25     3.94186e+25     5.43789e+25     7.43835e+25
1.8     0     1.11144e+24     6.96942e+24     1.99478e+25     2.91878e+25     3.9674e+25     5.35842e+25     7.05779e+25
1.9     0     1.1205e+24     6.77834e+24     1.87823e+25     2.64157e+25     3.49569e+25     4.57281e+25     5.79893e+25
2     0     1.13007e+24     6.61153e+24     1.77905e+25     2.64157e+25     3.51561e+25     4.52801e+25     5.59601e+25
2.1     0     1.14005e+24     6.46495e+24     1.69379e+25     2.40198e+25     3.15892e+25     3.99644e+25     4.82767e+25
2.2     0     1.15035e+24     6.33543e+24     1.61982e+25     2.40198e+25     3.1755e+25     3.96947e+25     4.70653e+25
2.3     0     1.16092e+24     6.22037e+24     1.55511e+25     2.21422e+25     2.86563e+25     3.51562e+25     4.08762e+25
2.4     0     1.17169e+24     6.11771e+24     1.49809e+25     2.21422e+25     2.87907e+25     3.49931e+25     4.01372e+25
2.5     0     1.18263e+24     6.02572e+24     1.44752e+25     2.06313e+25     2.63528e+25     3.15762e+25     3.57346e+25
2.6     0     1.19368e+24     5.94298e+24     1.40238e+25     2.06313e+25     2.64644e+25     3.14694e+25     3.52497e+25
2.7     0     1.20483e+24     5.86832e+24     1.36189e+25     1.95603e+25     2.46168e+25     2.89046e+25     3.20406e+25
2.8     0     1.21604e+24     5.80074e+24     1.32537e+25     1.95603e+25     2.47103e+25     2.8863e+25     3.17616e+25
2.9     0     1.22729e+24     5.73939e+24     1.29229e+25     1.84794e+25     2.30443e+25     2.66642e+25     2.9123e+25
3     0     1.23856e+24     5.68356e+24     1.2622e+25     1.84794e+25     2.31246e+25     2.66431e+25     2.89344e+25
3.1     0     1.24983e+24     5.63264e+24     1.23471e+25     1.75678e+25     2.17032e+25     2.47962e+25     2.6768e+25
3.2     0     1.2611e+24     5.58609e+24     1.20953e+25     1.75678e+25     2.17725e+25     2.47872e+25     2.66385e+25
3.3     0     1.27234e+24     5.54345e+24     1.18637e+25     1.67886e+25     2.05475e+25     2.32299e+25     2.48512e+25
3.4     0     1.28355e+24     5.50433e+24     1.16501e+25     1.67886e+25     2.06077e+25     2.3223e+25     2.47507e+25
3.5     0     1.29472e+24     5.46838e+24     1.14525e+25     1.62097e+25     1.96738e+25     2.20364e+25     2.33984e+25
3.6     0     1.30583e+24     5.43529e+24     1.12692e+25     1.62097e+25     1.97268e+25     2.20195e+25     2.33023e+25
3.7     0     1.31689e+24     5.40479e+24     1.10988e+25     1.56012e+25     1.87958e+25     2.08782e+25     2.20328e+25
3.8     0     1.32789e+24     5.37664e+24     1.09399e+25     1.56012e+25     1.88426e+25     2.08594e+25     2.19496e+25
3.9     0     1.33882e+24     5.35063e+24     1.07916e+25     1.5068e+25     1.80816e+25     1.99489e+25     2.09491e+25
4     0     1.34969e+24     5.32658e+24     1.06527e+25     1.5068e+25     1.8124e+25     1.99581e+25     2.0916e+25
4.1     0     1.36047e+24     5.30431e+24     1.05224e+25     1.45968e+25     1.7412e+25     1.90868e+25     1.99396e+25
4.2     0     1.37118e+24     5.28367e+24     1.04e+25     1.45968e+25     1.74502e+25     1.90973e+25     1.99103e+25
4.3     0     1.38181e+24     5.26452e+24     1.02848e+25     1.41774e+25     1.67828e+25     1.82986e+25     1.90464e+25
4.4     0     1.39235e+24     5.24676e+24     1.01762e+25     1.41774e+25     1.68167e+25     1.83094e+25     1.90227e+25
4.5     0     1.40281e+24     5.23026e+24     1.00736e+25     1.38016e+25     1.62642e+25     1.76749e+25     1.83457e+25
4.6     0     1.41318e+24     5.21492e+24     9.97662e+24     1.38016e+25     1.62952e+25     1.76575e+25     1.82928e+25
4.7     0     1.42347e+24     5.20066e+24     9.88474e+24     1.34629e+25     1.57936e+25     1.70854e+25     1.76855e+25
4.8     0     1.43366e+24     5.1874e+24     9.7976e+24     1.34629e+25     1.58219e+25     1.70854e+25     1.76625e+25
4.9     0     1.44377e+24     5.17506e+24     9.71486e+24     1.31562e+25     1.537e+25     1.65738e+25     1.71191e+25
5     0     1.45378e+24     5.16356e+24     9.63618e+24     1.31562e+25     1.5396e+25     1.6574e+25     1.70989e+25
5.1     0     1.46371e+24     5.15286e+24     9.56128e+24     1.2877e+25     1.49867e+25     1.61136e+25     1.66147e+25
5.2     0     1.47354e+24     5.14289e+24     9.48991e+24     1.2877e+25     1.50106e+25     1.61157e+25     1.65988e+25
5.3     0     1.48328e+24     5.1336e+24     9.42181e+24     1.26217e+25     1.46381e+25     1.56991e+25     1.61611e+25
5.4     0     1.49292e+24     5.12494e+24     9.35677e+24     1.26217e+25     1.46602e+25     1.5701e+25     1.61481e+25
5.5     0     1.50248e+24     5.11688e+24     9.29459e+24     1.23875e+25     1.43198e+25     1.53225e+25     1.57526e+25
5.6     0     1.51194e+24     5.10936e+24     9.23509e+24     1.23875e+25     1.43403e+25     1.53251e+25     1.57391e+25
5.7     0     1.52131e+24     5.10235e+24     9.1781e+24     1.21718e+25     1.40281e+25     1.49796e+25     1.5379e+25
5.8     0     1.53059e+24     5.09582e+24     9.12346e+24     1.21718e+25     1.40472e+25     1.49819e+25     1.53699e+25
5.9     0     1.53977e+24     5.08973e+24     9.07104e+24     1.19725e+25     1.37598e+25     1.46653e+25     1.50407e+25
6     0     1.54887e+24     5.08405e+24     9.02069e+24     1.19725e+25     1.37776e+25     1.46751e+25     1.50423e+25
6.1     0     1.55787e+24     5.07877e+24     8.9723e+24     1.17878e+25     1.33872e+25     1.41835e+25     1.45208e+25
6.2     0     1.56678e+24     5.07384e+24     8.92576e+24     1.17878e+25     1.34027e+25     1.41921e+25     1.45225e+25
6.3     0     1.5756e+24     5.06926e+24     8.88095e+24     1.1616e+25     1.31627e+25     1.39308e+25     1.42437e+25
6.4     0     1.58433e+24     5.06499e+24     8.83779e+24     1.1616e+25     1.31772e+25     1.39392e+25     1.42452e+25
6.5     0     1.59297e+24     5.06102e+24     8.79619e+24     1.1456e+25     1.29355e+25     1.36184e+25     1.39019e+25
6.6     0     1.60152e+24     5.05732e+24     8.75606e+24     1.1456e+25     1.29491e+25     1.36266e+25     1.39045e+25
6.7     0     1.60998e+24     5.05389e+24     8.71732e+24     1.13064e+25     1.27417e+25     1.34028e+25     1.36697e+25
6.8     0     1.61835e+24     5.05069e+24     8.67989e+24     1.13064e+25     1.27545e+25     1.34107e+25     1.36728e+25
6.9     0     1.62664e+24     5.04773e+24     8.64373e+24     1.11664e+25     1.25609e+25     1.32023e+25     1.34578e+25
7     0     1.63483e+24     5.04497e+24     8.60874e+24     1.11664e+25     1.2573e+25     1.32099e+25     1.34577e+25
