1     7.03049e+18     nan     nan     nan     nan     nan     nan     nan
2     7.03049e+18     nan     nan     nan     nan     nan     nan     nan
3     7.03049e+18     1.22254e+19     3.04589e+19     5.73603e+19     8.25488e+19     1.00719e+20     1.11416e+20     1.16602e+20
4     7.03049e+18     1.51226e+19     3.86954e+19     6.93963e+19     9.5917e+19     1.13089e+20     1.21977e+20     1.2603e+20
5     7.03049e+18     1.57074e+19     3.77089e+19     6.3839e+19     8.47012e+19     9.75799e+19     1.0407e+20     1.06703e+20
6     7.03049e+18     1.54988e+19     3.47547e+19     5.60136e+19     7.19749e+19     8.16707e+19     8.66128e+19     8.85142e+19
7     7.03049e+18     1.50275e+19     3.16698e+19     4.89723e+19     6.13254e+19     6.81032e+19     7.11307e+19     7.22767e+19
8     7.03049e+18     1.44865e+19     2.88987e+19     4.31431e+19     5.28897e+19     5.82232e+19     6.06721e+19     6.15486e+19
9     7.03049e+18     1.3949e+19     2.65108e+19     3.83989e+19     4.62407e+19     5.02216e+19     5.18528e+19     5.2446e+19
10     7.03049e+18     1.34424e+19     2.44746e+19     3.45288e+19     4.09518e+19     4.42798e+19     4.57235e+19     4.61919e+19
20     7.03049e+18     1.02208e+19     1.43543e+19     1.73919e+19     1.89855e+19     1.96429e+19     1.98661e+19     1.99288e+19
30     7.03049e+18     8.73869e+18     1.07045e+19     1.19697e+19     1.25425e+19     1.27446e+19     1.28031e+19     1.28168e+19
40     7.03049e+18     7.96556e+18     8.87987e+18     9.35968e+18     9.53288e+18     9.5806e+18     9.59132e+18     9.59331e+18
50     7.03049e+18     7.57378e+18     7.95648e+18     8.0956e+18     8.12977e+18     8.13622e+18     8.13722e+18     8.13734e+18
60     7.03049e+18     7.37967e+18     7.50529e+18     7.52806e+18     7.53082e+18     7.53107e+18     7.53109e+18     7.53109e+18
70     7.03049e+18     7.28039e+18     7.28039e+18     7.28039e+18     7.28039e+18     7.28039e+18     7.28039e+18     7.28039e+18
