1     7.36919e+25     1.08215e+24     8.87499e+24     2.66362e+25     2.77309e+26     5.27981e+26     5.32739e+26     5.45719e+26     5.6417e+26     1.84509e+25
2     3.42948e+25     1.13007e+24     6.34973e+24     1.52772e+25     2.44973e+25     3.18168e+25     3.69662e+25     3.99039e+25     4.81361e+25     8.23223e+24
3     2.27335e+25     1.23856e+24     5.58576e+24     1.19996e+25     1.82388e+25     2.27772e+25     2.53135e+25     2.6543e+25     3.13481e+25     4.80508e+24
4     1.72263e+25     1.34969e+24     5.28138e+24     1.0402e+25     1.49478e+25     1.79664e+25     1.94924e+25     2.01748e+25     2.31998e+25     3.02496e+24
5     1.39849e+25     1.45378e+24     5.14003e+24     9.51799e+24     1.30848e+25     1.52648e+25     1.63234e+25     1.67823e+25     1.88986e+25     2.11633e+24
6     1.18352e+25     1.54887e+24     5.07079e+24     8.95908e+24     1.19254e+25     1.36947e+25     1.45305e+25     1.48579e+25     1.63875e+25     1.52957e+24
7     1.02958e+25     1.63483e+24     5.03706e+24     8.57425e+24     1.1133e+25     1.25568e+25     1.32058e+25     1.34516e+25     1.46049e+25     1.15327e+24
8     9.1325e+24     1.71211e+24     5.02159e+24     8.29251e+24     1.05556e+25     1.1764e+25     1.22888e+25     1.2481e+25     1.33871e+25     9.06179e+23
9     8.21772e+24     1.78125e+24     5.0154e+24     8.0761e+24     1.01144e+25     1.11692e+25     1.1619e+25     1.17768e+25     1.24894e+25     7.12566e+23
10     7.47577e+24     1.8428e+24     5.01345e+24     7.90307e+24     9.76472e+24     1.06966e+25     1.10809e+25     1.12118e+25     1.17672e+25     5.55425e+23
11     6.85887e+24     1.89728e+24     5.01278e+24     7.75977e+24     9.59582e+24     1.05027e+25     1.08397e+25     1.09519e+25     1.13709e+25     4.19084e+23
12     6.33533e+24     1.94511e+24     5.01149e+24     7.63723e+24     9.33551e+24     1.01586e+25     1.04559e+25     1.05524e+25     1.08592e+25     3.06822e+23
13     5.88326e+24     1.98669e+24     5.00836e+24     7.52923e+24     9.11302e+24     9.8572e+24     1.01224e+25     1.02079e+25     1.04076e+25     1.99628e+23
14     5.48706e+24     2.02236e+24     5.00249e+24     7.43126e+24     8.91817e+24     9.60365e+24     9.84608e+24     9.92156e+24     1.00257e+25     1.04143e+23
15     5.1353e+24     2.05238e+24     4.99324e+24     7.33992e+24     8.74351e+24     9.3793e+24     9.59716e+24     9.66432e+24     9.67337e+24     9.05127e+21
16     4.81943e+24     2.07702e+24     4.98007e+24     7.25254e+24     8.58338e+24     9.17147e+24     9.37142e+24     9.43261e+24     9.43261e+24     0
17     4.53292e+24     2.09649e+24     4.96253e+24     7.16694e+24     8.43334e+24     8.98787e+24     9.17395e+24     9.22926e+24     9.22926e+24     0
18     4.27075e+24     2.11099e+24     4.94024e+24     7.08131e+24     8.28979e+24     8.80825e+24     8.98011e+24     9.03039e+24     9.03039e+24     0
19     4.02895e+24     2.1207e+24     4.91284e+24     6.99411e+24     8.14981e+24     8.6384e+24     8.79804e+24     8.84369e+24     8.84369e+24     0
