20     3.80442e+24     2.12581e+24     4.88004e+24     6.90403e+24     8.01093e+24     8.46962e+24     8.61679e+24     8.65827e+24     8.65827e+24     0
21     3.59469e+24     2.12649e+24     4.84159e+24     6.80997e+24     7.87114e+24     8.30695e+24     8.44495e+24     8.48384e+24     8.48384e+24     0
22     3.39779e+24     2.12292e+24     4.79731e+24     6.711e+24     7.72872e+24     8.12912e+24     8.25957e+24     8.29472e+24     8.29472e+24     0
23     3.21215e+24     2.11531e+24     4.74705e+24     6.60637e+24     7.58231e+24     7.97781e+24     8.09579e+24     8.12783e+24     8.12783e+24     0
24     3.03652e+24     2.10384e+24     4.69075e+24     6.49551e+24     7.43082e+24     7.79849e+24     7.9083e+24     7.93749e+24     7.93749e+24     0
25     2.86989e+24     2.08876e+24     4.62843e+24     6.37804e+24     7.27345e+24     7.62115e+24     7.72195e+24     7.74868e+24     7.74868e+24     0
26     2.71148e+24     2.07029e+24     4.56017e+24     6.25373e+24     7.10968e+24     7.43526e+24     7.52941e+24     7.55341e+24     7.55341e+24     0
27     2.56065e+24     2.04868e+24     4.48615e+24     6.12254e+24     6.93924e+24     7.24543e+24     7.33071e+24     7.35283e+24     7.35283e+24     0
28     2.4169e+24     2.02421e+24     4.40661e+24     5.9846e+24     6.7621e+24     7.04671e+24     7.12669e+24     7.14637e+24     7.14637e+24     0
29     2.27985e+24     1.99714e+24     4.32187e+24     5.84019e+24     6.57847e+24     6.84763e+24     6.92075e+24     6.9388e+24     6.9388e+24     0
30     2.14916e+24     1.96778e+24     4.23231e+24     5.68975e+24     6.38877e+24     6.63794e+24     6.7048e+24     6.72068e+24     6.72068e+24     0
31     2.02458e+24     1.9364e+24     4.1384e+24     5.53384e+24     6.1936e+24     6.42383e+24     6.48335e+24     6.49714e+24     6.49714e+24     0
32     1.90591e+24     1.90331e+24     4.04061e+24     5.37311e+24     5.99369e+24     6.2083e+24     6.26222e+24     6.27484e+24     6.27484e+24     0
33     1.78315e+24     1.86881e+24     3.93949e+24     5.20831e+24     5.78994e+24     5.98393e+24     6.03143e+24     6.04244e+24     6.04244e+24     0
34     1.6515e+24     1.83317e+24     3.83558e+24     5.04026e+24     5.58329e+24     5.76233e+24     5.80485e+24     5.81415e+24     5.81415e+24     0
35     1.52923e+24     1.79669e+24     3.72945e+24     4.86981e+24     5.37477e+24     5.53725e+24     5.574e+24     5.58183e+24     5.58183e+24     0
36     1.41573e+24     1.75962e+24     3.62168e+24     4.69781e+24     5.16542e+24     5.31331e+24     5.34536e+24     5.35198e+24     5.35198e+24     0
37     1.31041e+24     1.72222e+24     3.5128e+24     4.52512e+24     4.95629e+24     5.08921e+24     5.11555e+24     5.12118e+24     5.12118e+24     0
38     1.21274e+24     1.68473e+24     3.40337e+24     4.35259e+24     4.74837e+24     4.87045e+24     4.89932e+24     4.90453e+24     4.90453e+24     0
39     1.12221e+24     1.64735e+24     3.29388e+24     4.181e+24     4.54265e+24     4.64582e+24     4.66926e+24     4.67345e+24     4.67345e+24     0
40     1.03835e+24     1.61028e+24     3.18481e+24     4.0111e+24     4.33999e+24     4.43222e+24     4.45149e+24     4.4549e+24     4.4549e+24     0
41     9.60718e+23     1.57369e+24     3.07658e+24     3.84357e+24     4.14122e+24     4.22223e+24     4.23833e+24     4.2411e+24     4.2411e+24     0
42     8.88899e+23     1.53775e+24     2.96959e+24     3.67902e+24     3.94704e+24     4.01831e+24     4.03176e+24     4.03402e+24     4.03402e+24     0
43     8.22493e+23     1.50257e+24     2.86418e+24     3.51798e+24     3.75809e+24     3.81952e+24     3.8306e+24     3.83241e+24     3.83241e+24     0
44     7.61125e+23     1.46827e+24     2.76065e+24     3.36093e+24     3.57487e+24     3.62885e+24     3.63789e+24     3.63933e+24     3.63933e+24     0
45     7.04439e+23     1.43495e+24     2.65924e+24     3.20825e+24     3.39782e+24     3.44296e+24     3.45032e+24     3.45144e+24     3.45144e+24     0
46     6.52101e+23     1.40267e+24     2.56018e+24     3.06026e+24     3.22726e+24     3.26578e+24     3.27193e+24     3.27282e+24     3.27282e+24     0
47     6.03795e+23     1.3715e+24     2.46363e+24     2.9172e+24     3.06343e+24     3.09594e+24     3.10063e+24     3.1013e+24     3.1013e+24     0
48     5.59224e+23     1.34148e+24     2.36972e+24     2.77928e+24     2.90649e+24     2.93313e+24     2.93687e+24     2.93737e+24     2.93737e+24     0
49     5.18108e+23     1.31265e+24     2.27855e+24     2.6466e+24     2.75653e+24     2.77902e+24     2.78209e+24     2.78248e+24     2.78248e+24     0
50     4.80187e+23     1.28501e+24     2.19019e+24     2.51926e+24     2.61356e+24     2.63182e+24     2.63413e+24     2.63441e+24     2.63441e+24     0
51     4.45216e+23     1.25859e+24     2.10467e+24     2.39727e+24     2.47754e+24     2.49239e+24     2.49414e+24     2.49435e+24     2.49435e+24     0
52     4.12966e+23     1.23338e+24     2.022e+24     2.28063e+24     2.34838e+24     2.36012e+24     2.36143e+24     2.36157e+24     2.36157e+24     0
53     3.83227e+23     1.20937e+24     1.94219e+24     2.16929e+24     2.22596e+24     2.23529e+24     2.23625e+24     2.23634e+24     2.23634e+24     0
54     3.558e+23     1.18655e+24     1.8652e+24     2.06318e+24     2.1101e+24     2.11674e+24     2.11748e+24     2.11755e+24     2.11755e+24     0
55     3.30502e+23     1.1649e+24     1.79099e+24     1.96219e+24     2.00061e+24     2.00664e+24     2.00713e+24     2.00718e+24     2.00718e+24     0
56     3.07165e+23     1.1444e+24     1.71951e+24     1.86621e+24     1.89727e+24     1.90164e+24     1.90197e+24     1.902e+24     1.902e+24     0
57     2.85631e+23     1.12501e+24     1.65069e+24     1.77509e+24     1.79986e+24     1.80309e+24     1.80331e+24     1.80333e+24     1.80333e+24     0
58     2.65755e+23     1.10672e+24     1.58446e+24     1.6887e+24     1.70812e+24     1.71042e+24     1.71058e+24     1.71059e+24     1.71059e+24     0
59     2.47406e+23     1.08948e+24     1.52073e+24     1.60686e+24     1.62182e+24     1.62345e+24     1.62354e+24     1.62355e+24     1.62355e+24     0
60     2.30458e+23     1.07328e+24     1.45943e+24     1.52941e+24     1.54069e+24     1.54178e+24     1.54185e+24     1.54185e+24     1.54185e+24     0
61     2.14801e+23     1.05806e+24     1.40047e+24     1.4562e+24     1.46447e+24     1.46524e+24     1.46527e+24     1.46527e+24     1.46527e+24     0
62     2.00328e+23     1.0438e+24     1.34375e+24     1.38705e+24     1.39293e+24     1.3934e+24     1.39342e+24     1.39342e+24     1.39342e+24     0
63     1.86946e+23     1.03046e+24     1.28918e+24     1.32178e+24     1.3258e+24     1.32609e+24     1.3261e+24     1.3261e+24     1.3261e+24     0
64     1.74566e+23     1.01801e+24     1.23669e+24     1.26023e+24     1.26285e+24     1.26301e+24     1.26302e+24     1.26302e+24     1.26302e+24     0
65     1.63107e+23     1.00641e+24     1.18616e+24     1.20224e+24     1.20383e+24     1.20391e+24     1.20391e+24     1.20391e+24     1.20391e+24     0
66     1.52496e+23     9.95635e+23     1.13752e+24     1.14764e+24     1.14852e+24     1.14856e+24     1.14856e+24     1.14856e+24     1.14856e+24     0
67     1.42664e+23     9.85647e+23     1.09068e+24     1.09628e+24     1.0967e+24     1.09672e+24     1.09672e+24     1.09672e+24     1.09672e+24     0
68     1.3355e+23     9.76415e+23     1.04555e+24     1.048e+24     1.04816e+24     1.04816e+24     1.04816e+24     1.04816e+24     1.04816e+24     0
69     1.25097e+23     9.67907e+23     1.00205e+24     1.00265e+24     1.00269e+24     1.00269e+24     1.00269e+24     1.00269e+24     1.00269e+24     0
70     1.17253e+23     2.79715e+25     2.79715e+25     2.79715e+25     2.79715e+25     2.79715e+25     2.79715e+25     2.79715e+25     2.79715e+25     0
