7.1     1.01652e+25     0     1.64294e+24     5.03488e+24     8.54224e+24     1.10349e+25
7.2     1.00382e+25     0     1.65097e+24     5.03287e+24     8.51119e+24     1.09721e+25
7.3     9.9145e+24     0     1.65891e+24     5.03102e+24     8.48105e+24     1.09112e+25
7.4     9.79407e+24     0     1.66676e+24     5.0293e+24     8.45179e+24     1.08521e+25
7.5     9.67674e+24     0     1.67453e+24     5.02773e+24     8.42336e+24     1.07947e+25
7.6     9.56239e+24     0     1.68221e+24     5.02628e+24     8.39573e+24     1.07389e+25
7.7     9.4509e+24     0     1.68981e+24     5.02495e+24     8.36886e+24     1.06847e+25
7.8     9.34216e+24     0     1.69732e+24     5.02373e+24     8.34272e+24     1.06319e+25
7.9     9.23606e+24     0     1.70476e+24     5.02261e+24     8.31728e+24     1.05806e+25
8     9.1325e+24     0     1.71211e+24     5.02159e+24     8.29251e+24     1.05306e+25
8.1     9.03139e+24     0     1.71938e+24     5.02066e+24     8.26839e+24     1.0482e+25
8.2     8.93263e+24     0     1.72657e+24     5.01981e+24     8.24487e+24     1.04346e+25
8.3     8.83614e+24     0     1.73368e+24     5.01904e+24     8.22195e+24     1.03884e+25
8.4     8.74183e+24     0     1.74071e+24     5.01834e+24     8.19959e+24     1.03433e+25
8.5     8.64963e+24     0     1.74766e+24     5.01771e+24     8.17777e+24     1.02994e+25
8.6     8.55946e+24     0     1.75453e+24     5.01714e+24     8.15647e+24     1.02566e+25
8.7     8.47125e+24     0     1.76133e+24     5.01663e+24     8.13568e+24     1.02147e+25
8.8     8.38494e+24     0     1.76805e+24     5.01617e+24     8.11536e+24     1.01739e+25
8.9     8.30045e+24     0     1.77469e+24     5.01576e+24     8.09551e+24     1.0134e+25
9     8.21772e+24     0     1.78125e+24     5.0154e+24     8.0761e+24     1.00951e+25
9.1     8.1367e+24     0     1.78774e+24     5.01507e+24     8.05712e+24     1.0057e+25
9.2     8.05734e+24     0     1.79415e+24     5.01478e+24     8.03855e+24     1.00197e+25
9.3     7.97957e+24     0     1.80049e+24     5.01453e+24     8.02038e+24     9.98331e+24
9.4     7.90334e+24     0     1.80675e+24     5.01431e+24     8.00258e+24     9.94769e+24
9.5     7.82861e+24     0     1.81294e+24     5.01411e+24     7.98516e+24     9.91282e+24
9.6     7.75532e+24     0     1.81906e+24     5.01394e+24     7.96808e+24     9.87869e+24
9.7     7.68344e+24     0     1.8251e+24     5.0138e+24     7.95135e+24     9.84527e+24
9.8     7.61291e+24     0     1.83107e+24     5.01367e+24     7.93495e+24     9.81253e+24
9.9     7.5437e+24     0     1.83697e+24     5.01355e+24     7.91886e+24     9.78046e+24
10     7.47577e+24     0     1.8428e+24     5.01345e+24     7.90307e+24     9.74903e+24
11     6.85887e+24     0     1.89728e+24     5.01278e+24     7.75977e+24     9.46547e+24
12     6.33533e+24     0     1.94511e+24     5.01149e+24     7.63723e+24     9.22668e+24
13     5.88326e+24     0     1.98669e+24     5.00836e+24     7.52923e+24     9.02052e+24
14     5.48706e+24     0     2.02236e+24     5.00249e+24     7.43126e+24     8.83828e+24
15     5.1353e+24     0     2.05238e+24     4.99324e+24     7.33992e+24     8.67346e+24
16     4.81943e+24     0     2.07702e+24     4.98007e+24     7.25254e+24     8.52105e+24
17     4.53292e+24     0     2.09649e+24     4.96253e+24     7.16694e+24     8.37707e+24
18     4.27075e+24     0     2.11099e+24     4.94024e+24     7.08131e+24     8.23828e+24
19     4.02895e+24     0     2.1207e+24     4.91284e+24     6.99411e+24     8.10197e+24
20     3.80442e+24     0     2.12581e+24     4.88004e+24     6.90403e+24     7.96591e+24
21     3.59469e+24     0     2.12649e+24     4.84159e+24     6.80997e+24     7.82819e+24
22     3.39779e+24     0     2.12292e+24     4.79731e+24     6.711e+24     7.68727e+24
23     3.21215e+24     0     2.11531e+24     4.74705e+24     6.60637e+24     7.54188e+24
24     3.03652e+24     0     2.10384e+24     4.69075e+24     6.49551e+24     7.39104e+24
25     2.86989e+24     0     2.08876e+24     4.62843e+24     6.37804e+24     7.23404e+24
26     2.71148e+24     0     2.07029e+24     4.56017e+24     6.25373e+24     7.07043e+24
27     2.56065e+24     0     2.04868e+24     4.48615e+24     6.12254e+24     6.90003e+24
28     2.4169e+24     0     2.02421e+24     4.40661e+24     5.9846e+24     6.72288e+24
29     2.27985e+24     0     1.99714e+24     4.32187e+24     5.84019e+24     6.53924e+24
30     2.14916e+24     0     1.96778e+24     4.23231e+24     5.68975e+24     6.34958e+24
31     2.02458e+24     0     1.9364e+24     4.1384e+24     5.53384e+24     6.15454e+24
32     1.90591e+24     0     1.90331e+24     4.04061e+24     5.37311e+24     5.95491e+24
33     1.78315e+24     0     1.86881e+24     3.93949e+24     5.20831e+24     5.75159e+24
34     1.6515e+24     0     1.83317e+24     3.83558e+24     5.04026e+24     5.54554e+24
35     1.52923e+24     0     1.79669e+24     3.72945e+24     4.86981e+24     5.3378e+24
36     1.41573e+24     0     1.75962e+24     3.62168e+24     4.69781e+24     5.12941e+24
37     1.31041e+24     0     1.72222e+24     3.5128e+24     4.52512e+24     4.92141e+24
38     1.21274e+24     0     1.68473e+24     3.40337e+24     4.35259e+24     4.71478e+24
39     1.12221e+24     0     1.64735e+24     3.29388e+24     4.181e+24     4.51048e+24
40     1.03835e+24     0     1.61028e+24     3.18481e+24     4.0111e+24     4.30937e+24
41     9.60718e+23     0     1.57369e+24     3.07658e+24     3.84357e+24     4.11225e+24
42     8.88899e+23     0     1.53775e+24     2.96959e+24     3.67902e+24     3.91979e+24
43     8.22493e+23     0     1.50257e+24     2.86418e+24     3.51798e+24     3.7326e+24
44     7.61125e+23     0     1.46827e+24     2.76065e+24     3.36093e+24     3.55117e+24
45     7.04439e+23     0     1.43495e+24     2.65924e+24     3.20825e+24     3.37592e+24
46     6.52101e+23     0     1.40267e+24     2.56018e+24     3.06026e+24     3.20714e+24
47     6.03795e+23     0     1.3715e+24     2.46363e+24     2.9172e+24     3.04505e+24
48     5.59224e+23     0     1.34148e+24     2.36972e+24     2.77928e+24     2.88981e+24
49     5.18108e+23     0     1.31265e+24     2.27855e+24     2.6466e+24     2.74148e+24
50     4.80187e+23     0     1.28501e+24     2.19019e+24     2.51926e+24     2.60007e+24
51     4.45216e+23     0     1.25859e+24     2.10467e+24     2.39727e+24     2.46554e+24
52     4.12966e+23     0     1.23338e+24     2.022e+24     2.28063e+24     2.33777e+24
53     3.83227e+23     0     1.20937e+24     1.94219e+24     2.16929e+24     2.21665e+24
54     3.558e+23     0     1.18655e+24     1.8652e+24     2.06318e+24     2.102e+24
55     3.30502e+23     0     1.1649e+24     1.79099e+24     1.96219e+24     1.99363e+24
56     3.07165e+23     0     1.1444e+24     1.71951e+24     1.86621e+24     1.89131e+24
57     2.85631e+23     0     1.12501e+24     1.65069e+24     1.77509e+24     1.79482e+24
58     2.65755e+23     0     1.10672e+24     1.58446e+24     1.6887e+24     1.70392e+24
59     2.47406e+23     0     1.08948e+24     1.52073e+24     1.60686e+24     1.61837e+24
60     2.30458e+23     0     1.07328e+24     1.45943e+24     1.52941e+24     1.5379e+24
61     2.14801e+23     0     1.05806e+24     1.40047e+24     1.4562e+24     1.46226e+24
62     2.00328e+23     0     1.0438e+24     1.34375e+24     1.38705e+24     1.39122e+24
63     1.86946e+23     0     1.03046e+24     1.28918e+24     1.32178e+24     1.32452e+24
64     1.74566e+23     0     1.01801e+24     1.23669e+24     1.26023e+24     1.26193e+24
65     1.63107e+23     0     1.00641e+24     1.18616e+24     1.20224e+24     1.2032e+24
66     1.52496e+23     0     9.95635e+23     1.13752e+24     1.14764e+24     1.14812e+24
67     1.42664e+23     0     9.85647e+23     1.09068e+24     1.09628e+24     1.09648e+24
68     1.3355e+23     0     9.76415e+23     1.04555e+24     1.048e+24     1.04806e+24
69     1.25097e+23     0     9.67907e+23     1.00205e+24     1.00265e+24     1.00266e+24
70     1.17253e+23     2.70114e+25     9.60095e+23     9.60095e+23     9.60095e+23     9.60095e+23
71     1.09968e+23     0     0     -2.17967e+19     -2.1416e+19     -2.14204e+19
