1     9.01647e+24     2.26444e+25     3.42827e+25     3.73638e+25     3.84652e+25     3.92719e+25     3.96141e+25     3.96141e+25     0
1.1     8.60477e+24     2.07162e+25     3.02417e+25     3.33228e+25     3.44241e+25     3.50763e+25     3.52906e+25     3.52906e+25     0
1.2     8.28383e+24     1.91592e+25     2.70541e+25     3.01352e+25     3.12366e+25     3.17108e+25     3.18433e+25     3.18433e+25     0
1.3     8.03321e+24     1.78795e+25     2.44878e+25     2.75689e+25     2.86702e+25     2.90071e+25     2.90867e+25     2.90867e+25     0
1.4     7.83832e+24     1.68118e+25     2.23857e+25     2.54668e+25     2.65681e+25     2.67717e+25     2.682e+25     2.682e+25     0
1.5     7.68846e+24     1.59095e+25     2.06388e+25     2.25119e+25     2.30778e+25     2.32185e+25     2.32465e+25     2.32465e+25     0
1.6     7.57566e+24     1.51385e+25     1.91688e+25     2.1042e+25     2.16079e+25     2.17016e+25     2.17191e+25     2.17191e+25     0
1.7     7.49382e+24     1.44736e+25     1.79188e+25     1.90812e+25     1.93792e+25     1.94449e+25     1.94559e+25     1.94559e+25     0
1.8     7.43822e+24     1.38952e+25     1.68461e+25     1.80085e+25     1.83064e+25     1.83478e+25     1.83544e+25     1.83544e+25     0
1.9     7.40514e+24     1.33885e+25     1.59182e+25     1.6645e+25     1.68031e+25     1.68335e+25     1.68375e+25     1.68375e+25     0
2     7.39162e+24     1.29416e+25     1.511e+25     1.58368e+25     1.5995e+25     1.60147e+25     1.60172e+25     1.60172e+25     0
2.1     7.39527e+24     1.25453e+25     1.44021e+25     1.48548e+25     1.49383e+25     1.49513e+25     1.49529e+25     1.49529e+25     0
2.2     7.41412e+24     1.21919e+25     1.37786e+25     1.42314e+25     1.43148e+25     1.43234e+25     1.43243e+25     1.43243e+25     0
2.3     7.44656e+24     1.18754e+25     1.32273e+25     1.35053e+25     1.35484e+25     1.3554e+25     1.35546e+25     1.35546e+25     0
2.4     7.49125e+24     1.15908e+25     1.27378e+25     1.30159e+25     1.3059e+25     1.30627e+25     1.30631e+25     1.30631e+25     0
2.5     7.54705e+24     1.13338e+25     1.2302e+25     1.24683e+25     1.24898e+25     1.24921e+25     1.24923e+25     1.24923e+25     0
2.6     7.61301e+24     1.1101e+25     1.19129e+25     1.20792e+25     1.21007e+25     1.21021e+25     1.21022e+25     1.21022e+25     0
2.7     7.68832e+24     1.08894e+25     1.15647e+25     1.16602e+25     1.16704e+25     1.16713e+25     1.16713e+25     1.16713e+25     0
2.8     7.77227e+24     1.06965e+25     1.12527e+25     1.13482e+25     1.13584e+25     1.13589e+25     1.1359e+25     1.1359e+25     0
2.9     7.86426e+24     1.05203e+25     1.09729e+25     1.10245e+25     1.10289e+25     1.10292e+25     1.10292e+25     1.10292e+25     0
3     7.96376e+24     1.03589e+25     1.07217e+25     1.07733e+25     1.07777e+25     1.07778e+25     1.07778e+25     1.07778e+25     0
3.1     8.07032e+24     1.02107e+25     1.04961e+25     1.05216e+25     1.05232e+25     1.05233e+25     1.05233e+25     1.05233e+25     0
3.2     8.18352e+24     1.00743e+25     1.02937e+25     1.03191e+25     1.03208e+25     1.03209e+25     1.03209e+25     1.03209e+25     0
3.3     8.30301e+24     9.94863e+24     1.01122e+25     1.01231e+25     1.01236e+25     1.01236e+25     1.01236e+25     1.01236e+25     0
3.4     8.42848e+24     9.83253e+24     9.94974e+24     9.9606e+24     9.96112e+24     9.96113e+24     9.96113e+24     9.96113e+24     0
3.5     8.55964e+24     9.72512e+24     9.80458e+24     9.8082e+24     9.80831e+24     9.80831e+24     9.80831e+24     9.80831e+24     0
3.6     8.69624e+24     9.62558e+24     9.67528e+24     9.6789e+24     9.67901e+24     9.67901e+24     9.67901e+24     9.67901e+24     0
3.7     8.83806e+24     9.53319e+24     9.56054e+24     9.56126e+24     9.56126e+24     9.56126e+24     9.56126e+24     9.56126e+24     0
3.8     4.49696e+25     4.54321e+25     4.5444e+25     4.54447e+25     4.54447e+25     4.54447e+25     4.54447e+25     4.54447e+25     0
3.9     4.56383e+25     4.58692e+25     4.58721e+25     4.58721e+25     4.58721e+25     4.58721e+25     4.58721e+25     4.58721e+25     0
