10000  0.000812831  2.55456e-05
11481.5  0.000288403  2.55116e-05
13182.6  0.000125893  2.5502e-05
15135.6  4.46684e-05  2.55256e-05
17378  2.39883e-05  2.55476e-05
19952.6  1.28825e-05  2.55135e-05
22908.7  6.91831e-06  2.55748e-05
26302.7  3.71535e-06  2.55986e-05
30199.5  2.45471e-06  2.55476e-05
34673.7  1.62181e-06  2.55363e-05
39810.7  1.07152e-06  2.55603e-05
45708.8  7.07946e-07  2.55789e-05
52480.7  4.67735e-07  2.55991e-05
60256  3.80189e-07  2.55448e-05
69183.1  3.0903e-07  2.54781e-05
79432.8  2.04174e-07  2.55712e-05
91201.1  1.65959e-07  2.55326e-05
104713  1.34896e-07  2.5523e-05
120226  1.09648e-07  2.55029e-05
138038  8.91251e-08  2.55123e-05
158489  7.24436e-08  2.55332e-05
181970  5.88844e-08  2.55393e-05
208930  4.7863e-08  2.55646e-05
239883  4.7863e-08  2.54757e-05
275423  3.89045e-08  2.55236e-05
316228  3.16228e-08  2.55553e-05
363078  3.16228e-08  2.54861e-05
416869  2.5704e-08  2.55473e-05
478630  2.0893e-08  2.55964e-05
549541  2.0893e-08  2.55423e-05
630957  2.0893e-08  2.54754e-05
724436  1.69824e-08  2.55574e-05
831764  1.69824e-08  2.5497e-05
954993  1.38038e-08  2.55804e-05
1.09648e+06  1.38038e-08  2.55291e-05
1.25893e+06  1.38038e-08  2.54904e-05
1.44544e+06  1.12202e-08  2.55877e-05
1.65959e+06  1.12202e-08  2.5549e-05
1.90546e+06  1.12202e-08  2.55211e-05
2.18776e+06  1.12202e-08  2.54845e-05
2.51189e+06  9.12011e-09  2.55915e-05
2.88403e+06  9.12011e-09  2.55731e-05
3.31131e+06  9.12011e-09  2.55538e-05
3.80189e+06  9.12011e-09  2.55323e-05
4.36516e+06  9.12011e-09  2.55157e-05
5.01187e+06  9.12011e-09  2.55016e-05
5.7544e+06  9.12011e-09  2.54892e-05
6.60693e+06  9.12011e-09  2.54749e-05
7.58578e+06  7.4131e-09  2.55978e-05
8.70964e+06  7.4131e-09  2.55904e-05
1e+07  7.4131e-09  2.5569e-05
1.14815e+07  7.4131e-09  2.55449e-05
1.31826e+07  7.4131e-09  2.54864e-05
1.51356e+07  6.0256e-09  2.55587e-05
1.7378e+07  4.89779e-09  2.55627e-05
1.99526e+07  3.98107e-09  2.55461e-05
2.29087e+07  3.23594e-09  2.552e-05
2.63027e+07  2.63027e-09  2.55425e-05
3.01995e+07  2.13796e-09  2.55287e-05
3.46737e+07  1.7378e-09  2.54947e-05
3.98107e+07  1.41254e-09  2.55192e-05
4.57088e+07  1.14815e-09  2.55342e-05
5.24807e+07  9.33254e-10  2.55617e-05
6.0256e+07  7.58578e-10  2.55798e-05
6.91831e+07  7.58578e-10  2.55266e-05
7.94328e+07  6.16595e-10  2.55898e-05
9.12011e+07  6.16595e-10  2.55249e-05
1.04713e+08  6.16595e-10  2.54794e-05
1.20226e+08  5.01187e-10  2.55752e-05
1.38038e+08  5.01187e-10  2.55402e-05
1.58489e+08  5.01187e-10  2.55198e-05
1.8197e+08  5.01187e-10  2.55015e-05
2.0893e+08  5.01187e-10  2.54938e-05
2.39883e+08  5.01187e-10  2.54869e-05
2.75423e+08  5.01187e-10  2.54938e-05
3.16228e+08  5.01187e-10  2.54926e-05
3.63078e+08  5.01187e-10  2.55067e-05
4.16869e+08  5.01187e-10  2.55202e-05
4.7863e+08  5.01187e-10  2.55372e-05
5.49541e+08  5.01187e-10  2.55588e-05
6.30957e+08  5.01187e-10  2.558e-05
7.24436e+08  6.16595e-10  2.5473e-05
8.31764e+08  6.16595e-10  2.55054e-05
9.54993e+08  6.16595e-10  2.55385e-05
1.09648e+09  6.16595e-10  2.55709e-05
1.25893e+09  7.58578e-10  2.54714e-05
1.44544e+09  7.58578e-10  2.55106e-05
1.65959e+09  7.58578e-10  2.55521e-05
1.90546e+09  7.58578e-10  2.55952e-05
2.18776e+09  9.33254e-10  2.55139e-05
2.51189e+09  9.33254e-10  2.55658e-05
2.88403e+09  1.14815e-09  2.54813e-05
3.31131e+09  1.14815e-09  2.55349e-05
3.80189e+09  1.14815e-09  2.55852e-05
4.36516e+09  1.41254e-09  2.55046e-05
5.01187e+09  1.41254e-09  2.55533e-05
5.7544e+09  1.7378e-09  2.54674e-05
6.60693e+09  1.7378e-09  2.55228e-05
7.58578e+09  1.7378e-09  2.55689e-05
8.70964e+09  2.13796e-09  2.5483e-05
1e+10  2.13796e-09  2.55368e-05
