954993  0.000660693  0.236343
1.09648e+06  0.000288403  0.235041
1.25893e+06  0.000154882  0.23515
1.44544e+06  8.31764e-05  0.235266
1.65959e+06  3.63078e-05  0.236696
1.90546e+06  2.39883e-05  0.235521
2.18776e+06  1.28825e-05  0.23622
2.51189e+06  8.51138e-06  0.236083
2.88403e+06  5.62341e-06  0.236558
3.31131e+06  4.57088e-06  0.234791
3.80189e+06  3.01995e-06  0.235498
4.36516e+06  1.99526e-06  0.236256
5.01187e+06  1.62181e-06  0.235447
5.7544e+06  1.31826e-06  0.234787
6.60693e+06  8.70964e-07  0.236383
7.58578e+06  7.07946e-07  0.235981
8.70964e+06  5.7544e-07  0.235701
1e+07  4.67735e-07  0.235226
1.14815e+07  3.80189e-07  0.235036
1.31826e+07  2.51189e-07  0.236461
1.51356e+07  2.04174e-07  0.236169
1.7378e+07  1.65959e-07  0.235175
1.99526e+07  1.09648e-07  0.236398
2.29087e+07  8.91251e-08  0.235857
2.63027e+07  7.24436e-08  0.235871
3.01995e+07  5.88844e-08  0.235765
3.46737e+07  4.7863e-08  0.235484
3.98107e+07  3.89045e-08  0.235824
4.57088e+07  3.16228e-08  0.236196
5.24807e+07  2.5704e-08  0.236679
6.0256e+07  2.5704e-08  0.235091
6.91831e+07  2.0893e-08  0.236321
7.94328e+07  2.0893e-08  0.235292
9.12011e+07  1.69824e-08  0.23636
1.04713e+08  1.69824e-08  0.235722
1.20226e+08  1.69824e-08  0.235071
1.38038e+08  1.38038e-08  0.236563
1.58489e+08  1.38038e-08  0.236218
1.8197e+08  1.38038e-08  0.235914
2.0893e+08  1.38038e-08  0.235744
2.39883e+08  1.38038e-08  0.235581
2.75423e+08  1.38038e-08  0.235595
3.16228e+08  1.38038e-08  0.235497
3.63078e+08  1.38038e-08  0.235619
4.16869e+08  1.38038e-08  0.235718
4.7863e+08  1.38038e-08  0.235858
5.49541e+08  1.38038e-08  0.236069
6.30957e+08  1.38038e-08  0.236281
7.24436e+08  1.38038e-08  0.236566
8.31764e+08  1.69824e-08  0.23481
9.54993e+08  1.69824e-08  0.235179
1.09648e+09  1.69824e-08  0.235523
1.25893e+09  1.69824e-08  0.235905
1.44544e+09  1.69824e-08  0.236266
1.65959e+09  1.69824e-08  0.236673
1.90546e+09  2.0893e-08  0.235083
2.18776e+09  2.0893e-08  0.235605
2.51189e+09  2.0893e-08  0.236098
2.88403e+09  2.0893e-08  0.236498
3.31131e+09  2.5704e-08  0.234882
3.80189e+09  2.5704e-08  0.235366
4.36516e+09  2.5704e-08  0.235831
5.01187e+09  2.5704e-08  0.236196
5.7544e+09  2.5704e-08  0.236596
6.60693e+09  3.16228e-08  0.235024
7.58578e+09  3.16228e-08  0.23541
8.70964e+09  3.16228e-08  0.235849
1e+10  3.16228e-08  0.236344
